"","X0.250130954938196"
"1",0.250130954938196
"2",0.285421090723807
"3",0.258262555162062
"4",0.26771484945729
"5",0.242814643995653
"6",0.253958479373092
"7",0.265639170758205
"8",0.231179358573676
"9",0.241803543466057
"10",0.243766441646399
"11",0.269828766960705
"12",0.279893715711023
"13",0.231319912369337
"14",0.230223525281464
"15",0.215865976680281
"16",0.259943336626891
"17",0.267372395972913
"18",0.26544897861959
"19",0.245499843242751
"20",0.218412613235332
"21",0.214994844891149
"22",0.210878235262621
"23",0.206118337152482
"24",0.196463042193897
"25",0.208120889810127
"26",0.21686169043769
"27",0.199227616470903
"28",0.196263888906798
"29",0.194526573737187
"30",0.217811108528668
"31",0.214858994998142
"32",0.23490831756257
"33",0.194957175296564
"34",0.196809893557192
"35",0.197896238005005
"36",0.208068696845697
"37",0.265681276123572
"38",0.254188714284473
"39",0.2516184202859
"40",0.247063882918398
"41",0.226141170801916
"42",0.253143658723078
"43",0.258714390272113
"44",0.23675405395223
"45",0.261487336053684
"46",0.245076161760157
"47",0.232134766325032
"48",0.236549728866545
"49",0.260642600931926
"50",0.228320440699833
"51",0.232035217033542
"52",0.238362135016143
"53",0.249819514835237
"54",0.242624461191272
"55",0.254066760698726
"56",0.234763979991932
"57",0.20077112400204
"58",0.175228405582757
"59",0.171868274536605
"60",0.184157095860407
"61",0.183025818837644
"62",0.204716538521735
"63",0.179256893092176
"64",0.1667366060559
"65",0.178151186330414
"66",0.206014587076869
"67",0.180353683484483
"68",0.205060805420548
"69",0.237608639546706
"70",0.219875037216233
"71",0.260846097627361
"72",0.239911655108094
"73",0.230446569019713
"74",0.199629362777522
"75",0.246155312815852
"76",0.235158353556261
"77",0.221472832110134
"78",0.232851061662932
"79",0.229067705843911
"80",0.211469568996878
"81",0.242955831396027
"82",0.228308163889299
"83",0.230716037340634
"84",0.214409891806419
"85",0.232833717749081
"86",0.215065963836186
"87",0.241925792909073
"88",0.221381460519926
"89",0.216268386324008
"90",0.173302304773141
"91",0.182778301576797
"92",0.208913176955374
"93",0.232329175147637
"94",0.17596836952355
"95",0.176728764456854
"96",0.165821894744942
"97",0.216249533459712
"98",0.227068754442747
"99",0.220901600036055
"100",0.229177914213524
"101",0.216102708280824
"102",0.234738969165353
"103",0.230337361877162
"104",0.208643724508294
"105",0.213272001104507
"106",0.241183533305851
"107",0.2002875508432
"108",0.231680661547629
